Nikka All Malt,377,538.57,Whisky,40.00%,700,Malt,074
Tullamore Dew,381,544.29,Whisky,40.00%,700,Blended,073
The Famous Grouse Malt Whisky,381,544.29,Whisky,40.00%,700,Malt,073
Mackmyra,401,572.86,Whisky,41.40%,700,Malt,072
Laphroaig,391,558.57,Whisky,40.00%,700,Malt,072
Cragganmore,391,558.57,Whisky,40.00%,700,Malt,072
Laphroaig,472,674.29,Whisky,48.00%,700,Malt,071
Dalwhinnie,421,601.43,Whisky,43.00%,700,Malt,071
The Glenlivet,401,572.86,Whisky,40.00%,700,Malt,070
Highland Park,401,572.86,Whisky,40.00%,700,Malt,070
Glenfiddich,401,572.86,Whisky,40.00%,700,Malt,070
Auchentoshan,401,572.86,Whisky,40.00%,700,Malt,070
Caol Ila,441,630,Whisky,43.00%,700,Malt,068
Bowmore,411,587.14,Whisky,40.00%,700,Malt,068
The Macallan,421,601.43,Whisky,40.00%,700,Malt,067
Laphroaig,421,601.43,Whisky,40.00%,700,Malt,067
Highland Park,300,857.14,Whisky,57.10%,350,Malt,067
Glenmorangie,417,595.71,Whisky,40.00%,700,Malt,067
Glenfiddich,210,600,Whisky,40.00%,350,Malt,067
Classic Malts,402,670,Whisky,44.90%,600,Malt,067
Blanton's,542,774.29,Whisky,51.50%,700,Bourbon,067
Aberlour,642,917.14,Whisky,60.70%,700,Malt,066
Jura,230,657.14,Whisky,43.00%,350,Malt,065
Nikka,401,802,Whisky,51.40%,500,Blended,064
Mackmyra,502,717.14,Whisky,46.10%,700,Malt,064
Kilchoman,501,715.71,Whisky,46.00%,700,Malt,064
Jura,502,717.14,Whisky,46.00%,700,Malt,064
Ardbeg,502,717.14,Whisky,46.00%,700,Malt,064
Glenmorangie,240,685.71,Whisky,43.00%,350,Malt,063
The Macallan,451,644.29,Whisky,40.00%,700,Malt,062
The Balvenie,461,658.57,Whisky,40.00%,700,Malt,061
Laphroaig,230,657.14,Whisky,40.00%,350,Malt,061
Oban,501,715.71,Whisky,43.00%,700,Malt,060
Glenfarclas,251,717.14,Whisky,43.00%,350,Malt,060
Classic Malts Gift Pack,441,735,Whisky,42.90%,600,Malt,058
Bowmore,521,744.29,Whisky,43.00%,700,Malt,058
Bowmore,438,730,Whisky,42.00%,600,Malt,058
Colorado Straight Bourbon,401,802,Whisky,46.00%,500,Bourbon,057
The Macallan,501,715.71,Whisky,40.00%,700,Malt,056
Ardbeg,702,1002.86,Whisky,54.20%,700,Malt,054
The Glenlivet,462,770,Whisky,41.00%,600,Malt,053
Jura,531,758.57,Whisky,40.00%,700,Malt,053
Auchentoshan,150,750,Whisky,40.00%,200,Malt,053
Longmorn,662,945.71,Whisky,48.00%,700,Malt,051
Mackmyra Svensk Rök,463,926,Whisky,46.10%,500,Malt,050
Lagavulin,601,858.57,Whisky,43.00%,700,Malt,050
Aberfeldy,587,838.57,Whisky,40.00%,700,Malt,048
Highland Park,601,858.57,Whisky,40.00%,700,Malt,047
The Glenlivet,651,930,Whisky,43.00%,700,Malt,046
Glenfiddich,175,875,Whisky,40.00%,200,Malt,046
Lagavulin,200,1000,Whisky,43.00%,200,Malt,043
Spirit of Hven,496,992,Whisky,41.80%,500,Malt,042
Motörhead,668,954.29,Whisky,40.00%,700,Malt,042
Glenfarclas,361,1031.43,Whisky,43.00%,350,Malt,042
The Glenlivet,220,1100,Whisky,43.00%,200,Malt,039
Highland Park,801,1144.29,Whisky,43.00%,700,Malt,038
Spirit of Hven,795,1590,Whisky,45.00%,500,Malt,028
Glengoyne,1151,1644.29,Whisky,43.00%,700,Malt,026
Aberfeldy,1081,1544.29,Whisky,40.00%,700,Malt,026
The Glenlivet,1201,1715.71,Whisky,43.00%,700,Malt,025
