Sierra,201,402,Tequila och Mezcal,38.00%,500,,095
Sauza,201,402,Tequila och Mezcal,38.00%,500,,095
José Cuervo Especial,200,400,Tequila och Mezcal,38.00%,500,,095
Los Tres Toños,391,558.57,Tequila och Mezcal,38.00%,700,,068
Patrón,671,958.57,Tequila och Mezcal,40.00%,700,,042
