Fattoria di Cavalcaselle,281,401.43,Grappa och Marc,40.00%,700,Grappa,100
Grappa,236,472,Grappa och Marc,37.50%,500,Grappa,079
Grappa Barbera,271,542,Grappa och Marc,42.00%,500,Grappa,077
Villa Isa,280,560,Grappa och Marc,42.00%,500,Grappa,075
Grappa di Chardonnay,401,572.86,Grappa och Marc,40.00%,700,Grappa,070
