Cederlunds,180,257.14,Punsch,26.00%,700,,101
Cederlunds,104,297.14,Punsch,26.00%,350,,088
Tegnér & Son Punsch,150,300,Punsch,26.00%,500,,087
Carlshamns,159,318,Punsch,26.00%,500,,082
Facile Punsch,251,358.57,Punsch,26.00%,700,,073
Carlshamns,76,380,Punsch,26.00%,200,,068
Trosa Punsch,200,400,Punsch,26.00%,500,,065
