Åkesson,67,89.33,Aperitif,15.00%,750,,168
Marinella,101,134.67,Aperitif,21.00%,750,,156
Rosita,101,134.67,Aperitif,19.00%,750,,141
Marinella,66,176,Aperitif,21.00%,375,,119
Dubonnet,101,134.67,Aperitif,14.80%,750,,110
Rosita,66,176,Aperitif,19.00%,375,,108
Pimm's No 1,201,287.14,Aperitif,25.00%,700,,087
Campari,200,285.71,Aperitif,21.00%,700,,074
Campari,70,350,Aperitif,21.00%,200,,060
Aperol,150,214.29,Aperitif,11.00%,700,,051
