Calvados des Capucins,206,412,Calvados,40.00%,500,,097
Boulard Calvados Grand Solage,311,444.29,Calvados,40.00%,700,,090
Château du Breuil,331,472.86,Calvados,40.00%,700,,085
Kiviks,271,542,Calvados,40.00%,500,,074
Calvados Pays d'Auge,289,578,Calvados,40.00%,500,,069
Calvados La Ribaude,240,685.71,Calvados,42.00%,350,,061
Pére Magloire Calvados,377,754,Calvados,40.00%,500,,053
