Red Gold,69,92,Smaksatt vin,15.00%,750,,163
Lemon Gold,69,92,Smaksatt vin,15.00%,750,,163
Don Simon,71,71,Smaksatt vin,11.00%,1000,,155
Caprice Kir,74,98.67,Smaksatt vin,13.00%,750,,132
Varm & Kall,47,62.67,Smaksatt vin,7.00%,750,,112
Lymelight Nettle & Ginger,64,85.33,Smaksatt vin,5.50%,750,,064
Aviva Pink Gold,90,120,Smaksatt vin,5.50%,750,,046
